"intervals_left","type_left","intervals_right","type_right"
0.973339613805514,2,1.13434717711061,1
2.26269297842909,2,2.95282982513588,1
6.87139826432114,2,7.86138659507279,1
8.11294796591427,2,8.55482813803281,1
